"CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Dependent_count","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Total_Relationship_Count","Months_Inactive_12_mon","Contacts_Count_12_mon","Credit_Limit","Total_Revolving_Bal","Avg_Open_To_Buy","Total_Amt_Chng_Q4_Q1","Total_Trans_Amt","Total_Trans_Ct","Total_Ct_Chng_Q4_Q1","Avg_Utilization_Ratio"
714717483,"Existing Customer",39,"F",3,"Uneducated","Divorced","Unknown","Blue",29,5,1,2,26181,0,26181,0.913,1303,35,0.75,0
809941233,"Existing Customer",53,"M",1,"Graduate","Married","$80K - $120K","Blue",48,4,1,3,3074,2390,684,0.421,1377,38,0.583,0.777
789307833,"Existing Customer",44,"M",4,"College","Unknown","$120K +","Blue",34,5,3,3,8874,1590,7284,0.698,1849,56,0.647,0.179
778502958,"Existing Customer",47,"M",3,"Unknown","Divorced","$60K - $80K","Silver",35,4,2,5,29812,2031,27781,0.767,2385,50,0.515,0.068
798769458,"Existing Customer",29,"F",1,"High School","Single","Less than $40K","Blue",23,3,1,2,3318,927,2391,0.934,3011,83,0.804,0.279
787466808,"Existing Customer",35,"F",0,"Unknown","Married","Less than $40K","Blue",22,2,2,3,3009,2517,492,0.735,5329,82,0.745,0.836
719614758,"Existing Customer",45,"F",4,"Graduate","Single","$40K - $60K","Blue",34,3,2,2,2700,1977,723,0.801,4984,75,1.083,0.732
817188408,"Existing Customer",57,"M",0,"Uneducated","Divorced","$80K - $120K","Blue",39,4,4,3,2795,1832,963,0.839,4679,67,0.861,0.655
721379433,"Existing Customer",44,"M",4,"Graduate","Married","$60K - $80K","Blue",28,6,2,3,11338,0,11338,0.695,1227,24,0.5,0
711649908,"Existing Customer",33,"F",3,"Graduate","Married","Unknown","Blue",15,5,3,2,1438.3,1055,383.3,0.901,4208,67,0.675,0.734
714267858,"Existing Customer",44,"F",2,"High School","Single","Unknown","Blue",37,6,2,1,4559,1680,2879,0.628,4934,76,0.949,0.369
718957083,"Existing Customer",48,"F",1,"Graduate","Single","Less than $40K","Blue",35,5,2,2,1449,0,1449,0.785,4797,88,0.913,0
818901708,"Existing Customer",41,"F",4,"College","Divorced","Unknown","Blue",36,3,1,1,1438.3,0,1438.3,0.841,4539,90,0.765,0
713843283,"Existing Customer",41,"F",3,"Unknown","Married","Unknown","Silver",34,5,3,3,34516,2053,32463,1.034,1487,26,0.733,0.059
773373108,"Existing Customer",49,"F",4,"High School","Married","Less than $40K","Blue",43,4,2,0,2826,2070,756,0.541,1025,28,0.647,0.732
717374358,"Existing Customer",33,"M",1,"Unknown","Married","$60K - $80K","Blue",22,3,3,0,3637,1998,1639,1.412,2161,56,0.931,0.549
718548558,"Existing Customer",53,"F",3,"Unknown","Single","Less than $40K","Blue",42,1,1,3,2915,2041,874,0.927,4272,70,0.75,0.7
802856508,"Existing Customer",42,"M",2,"Graduate","Single","$80K - $120K","Blue",36,6,3,1,26690,0,26690,1.144,4363,76,1.054,0
710558058,"Existing Customer",46,"F",3,"Unknown","Married","Less than $40K","Blue",38,4,3,3,4317,2517,1800,0.944,1619,36,1,0.583
717920583,"Existing Customer",60,"F",1,"Uneducated","Divorced","Less than $40K","Blue",49,5,2,2,1443,0,1443,0.875,4673,59,0.735,0
711595833,"Existing Customer",46,"M",3,"College","Married","$60K - $80K","Blue",36,5,2,2,9981,807,9174,0.655,1456,30,0.667,0.081
721252683,"Existing Customer",40,"M",5,"Unknown","Married","$80K - $120K","Blue",33,4,2,4,34516,1501,33015,0.813,3368,64,0.641,0.043
708838908,"Existing Customer",49,"F",3,"Unknown","Single","$40K - $60K","Blue",42,4,3,4,5129,1654,3475,0.618,3192,61,0.848,0.322
718971333,"Existing Customer",33,"M",1,"Graduate","Single","$80K - $120K","Blue",20,5,3,2,13206,925,12281,0.766,2342,51,1.318,0.07
708488208,"Existing Customer",57,"F",3,"Uneducated","Married","Less than $40K","Blue",47,5,3,3,2515,1922,593,1.181,2231,58,0.611,0.764
718399233,"Existing Customer",43,"F",4,"College","Single","$40K - $60K","Blue",36,6,3,1,1531,0,1531,0.704,4152,77,0.54,0
717346833,"Existing Customer",44,"F",3,"Graduate","Married","Less than $40K","Blue",33,3,2,2,1621,0,1621,0.603,3764,76,0.52,0
713782608,"Existing Customer",46,"F",4,"Graduate","Single","$40K - $60K","Blue",36,1,3,1,2652,2386,266,0.766,5329,83,0.729,0.9
818502708,"Existing Customer",51,"F",1,"Uneducated","Single","$40K - $60K","Blue",46,5,3,2,2284,1674,610,0.784,4885,86,0.83,0.733
779307558,"Existing Customer",53,"F",1,"College","Unknown","$40K - $60K","Blue",35,4,3,3,3585,0,3585,0.782,4806,81,0.653,0
718899708,"Existing Customer",55,"F",1,"College","Married","Unknown","Blue",36,6,3,2,17642,1846,15796,0.72,2148,54,0.862,0.105
721264533,"Existing Customer",49,"F",3,"Unknown","Married","Less than $40K","Blue",36,1,1,3,3767,1106,2661,0.944,15578,126,0.826,0.294
713645883,"Existing Customer",37,"F",1,"High School","Single","Less than $40K","Blue",23,6,3,4,1879,1486,393,0.836,5202,88,0.692,0.791
711336033,"Existing Customer",26,"F",0,"Unknown","Single","Unknown","Blue",36,3,3,2,7595,1032,6563,1.035,4080,72,0.8,0.136
720854358,"Existing Customer",27,"M",0,"Unknown","Married","$40K - $60K","Blue",14,4,1,4,3823,2130,1693,0.371,2026,49,0.441,0.557
718838808,"Existing Customer",36,"F",1,"Post-Graduate","Married","Less than $40K","Blue",23,6,3,3,3107,2354,753,1.248,2720,48,1.182,0.758
720677733,"Existing Customer",40,"M",3,"Graduate","Married","$80K - $120K","Silver",36,6,3,0,34516,1002,33514,1.345,2579,68,0.7,0.029
721332033,"Existing Customer",42,"M",2,"Unknown","Single","$80K - $120K","Blue",30,4,2,1,29195,892,28303,0.565,4411,67,0.763,0.031
716222808,"Existing Customer",53,"F",4,"High School","Married","Less than $40K","Blue",36,6,1,3,2974,1170,1804,1.297,1785,45,1.143,0.393
766769058,"Existing Customer",51,"M",1,"Graduate","Single","$40K - $60K","Gold",44,3,3,3,22722,1790,20932,0.813,15817,121,0.754,0.079
713948808,"Existing Customer",55,"M",3,"High School","Single","$60K - $80K","Blue",47,3,2,2,1602,962,640,0.834,4873,97,0.764,0.6
710542983,"Existing Customer",48,"F",4,"Graduate","Married","Less than $40K","Blue",21,4,6,0,1930,0,1930,0.815,5033,87,0.582,0
711668283,"Existing Customer",48,"M",4,"Uneducated","Married","$80K - $120K","Blue",37,5,6,3,30948,2404,28544,0.609,1511,35,0.207,0.078
716369208,"Existing Customer",44,"F",3,"Graduate","Married","Less than $40K","Blue",36,6,5,3,2420,1223,1197,0.718,4954,82,0.783,0.505
789127533,"Existing Customer",49,"M",4,"High School","Divorced","$80K - $120K","Blue",37,5,2,2,32338,1664,30674,0.919,3013,83,0.766,0.051
712470033,"Existing Customer",44,"F",3,"College","Single","Less than $40K","Blue",30,6,3,3,4539,2053,2486,0.705,2960,67,0.861,0.452
787770858,"Existing Customer",43,"M",4,"Graduate","Single","$80K - $120K","Blue",32,3,2,3,8333,774,7559,0.984,3889,81,0.723,0.093
712801758,"Existing Customer",37,"F",1,"Graduate","Single","$40K - $60K","Blue",27,6,1,2,2673,2517,156,0.714,3052,63,0.75,0.942
710133858,"Existing Customer",40,"F",1,"Graduate","Unknown","Less than $40K","Blue",30,5,1,1,7554,1848,5706,0.767,4150,64,0.524,0.245
715424283,"Existing Customer",31,"F",0,"College","Married","Less than $40K","Blue",21,5,2,2,1677,0,1677,1.369,3059,50,0.613,0
708559533,"Existing Customer",40,"M",1,"Uneducated","Married","$80K - $120K","Blue",36,6,3,2,1770,584,1186,0.706,4442,83,0.844,0.33
711907083,"Existing Customer",53,"M",1,"High School","Unknown","$80K - $120K","Blue",36,3,3,4,14111,1034,13077,0.505,2950,64,0.684,0.073
717399183,"Existing Customer",37,"M",1,"Graduate","Married","$80K - $120K","Blue",26,6,3,1,8058,1176,6882,1.164,2774,52,0.625,0.146
716385858,"Existing Customer",42,"F",4,"Graduate","Married","Less than $40K","Blue",28,5,2,4,2205,1245,960,0.925,4921,90,0.8,0.565
788994783,"Existing Customer",48,"F",3,"Graduate","Single","Less than $40K","Blue",35,3,4,3,1815,557,1258,0.672,4519,76,0.854,0.307
709361058,"Existing Customer",35,"M",2,"Graduate","Married","$60K - $80K","Blue",24,5,1,3,7453,0,7453,0.712,1691,47,0.516,0
713548158,"Existing Customer",26,"M",0,"College","Single","$40K - $60K","Blue",36,5,2,3,2657,1611,1046,0.599,2349,41,0.464,0.606
719524383,"Existing Customer",35,"F",3,"Graduate","Single","$40K - $60K","Blue",22,3,1,3,2441,1670,771,0.697,4105,73,0.553,0.684
789271533,"Existing Customer",51,"F",1,"Doctorate","Single","Less than $40K","Blue",40,5,3,2,1438.3,908,530.3,0.615,4653,74,0.897,0.631
717669483,"Existing Customer",52,"M",1,"Graduate","Single","$80K - $120K","Blue",44,3,3,1,34516,0,34516,0.551,1737,38,0.9,0
709096908,"Existing Customer",57,"M",2,"Graduate","Married","$120K +","Blue",49,6,3,1,4698,984,3714,0.373,1865,35,0.458,0.209
710947683,"Existing Customer",64,"F",0,"Graduate","Married","Less than $40K","Blue",51,6,3,1,4920,1142,3778,0.507,1420,31,0.348,0.232
710719683,"Existing Customer",49,"F",1,"High School","Divorced","$40K - $60K","Blue",43,3,3,2,3054,845,2209,0.731,4460,88,0.692,0.277
810493458,"Existing Customer",52,"F",1,"Uneducated","Single","Unknown","Blue",47,6,1,3,4058,1349,2709,0.723,4388,72,0.6,0.332
711824358,"Existing Customer",44,"F",4,"College","Single","Less than $40K","Blue",31,3,3,2,3228,0,3228,0.747,4524,70,0.667,0
772207683,"Existing Customer",34,"M",2,"Graduate","Single","Less than $40K","Blue",23,1,3,2,8940,1518,7422,0.726,14459,97,0.702,0.17
711813258,"Existing Customer",56,"M",2,"College","Single","$60K - $80K","Gold",43,2,1,2,34516,2022,32494,0.761,13633,116,0.785,0.059
715140933,"Existing Customer",45,"F",3,"Graduate","Single","$40K - $60K","Silver",39,5,2,4,21425,1459,19966,1.061,3704,60,0.538,0.068
712658283,"Existing Customer",36,"F",3,"Graduate","Single","$40K - $60K","Blue",28,3,2,3,3701,969,2732,1.079,3222,86,0.623,0.262
717237708,"Existing Customer",54,"M",2,"Post-Graduate","Single","$60K - $80K","Blue",38,3,3,5,14265,1878,12387,0.847,3982,58,0.871,0.132
710241858,"Existing Customer",39,"F",4,"Unknown","Married","Less than $40K","Blue",31,6,1,4,2890,0,2890,0.545,2040,36,0.44,0
717740658,"Existing Customer",55,"F",2,"College","Married","Less than $40K","Blue",45,5,2,4,1850,942,908,0.757,4134,78,0.625,0.509
709793133,"Existing Customer",43,"F",2,"Unknown","Single","$40K - $60K","Blue",36,6,1,4,3186,2470,716,0.58,1531,37,0.233,0.775
717281658,"Existing Customer",52,"F",3,"Graduate","Divorced","Less than $40K","Blue",41,3,3,4,6060,1687,4373,0.563,3953,65,0.711,0.278
715518783,"Existing Customer",48,"F",3,"Graduate","Single","Less than $40K","Blue",36,2,3,1,3882,2029,1853,0.751,13980,128,0.707,0.523
714982383,"Existing Customer",55,"M",2,"High School","Married","$60K - $80K","Blue",36,4,3,3,7231,2381,4850,0.996,1421,23,1.3,0.329
716959833,"Existing Customer",45,"M",3,"Graduate","Single","$120K +","Blue",31,5,2,2,3534,0,3534,0.536,3973,66,0.784,0
710013258,"Existing Customer",44,"F",3,"High School","Single","Less than $40K","Blue",31,3,2,2,1980,823,1157,0.861,4467,69,0.683,0.416
826148883,"Existing Customer",45,"M",2,"Graduate","Married","$120K +","Blue",41,4,3,1,16453,1660,14793,0.629,14762,108,0.742,0.101
768733533,"Existing Customer",53,"M",5,"Uneducated","Unknown","$80K - $120K","Blue",47,2,3,2,2340,1612,728,0.696,8851,88,0.833,0.689
769063308,"Existing Customer",45,"M",3,"Post-Graduate","Married","$80K - $120K","Blue",39,6,2,2,29003,2323,26680,0.671,1676,36,0.714,0.08
710273658,"Existing Customer",36,"M",2,"Graduate","Married","$60K - $80K","Blue",17,5,2,3,3092,1825,1267,1.46,2883,61,0.488,0.59
812089383,"Existing Customer",41,"M",5,"Unknown","Single","$80K - $120K","Blue",36,1,2,3,1438.3,892,546.3,0.79,4426,88,0.66,0.62
711549408,"Existing Customer",51,"M",3,"Uneducated","Married","$80K - $120K","Blue",42,5,1,3,1507,961,546,0.678,4126,90,0.667,0.638
720611058,"Existing Customer",40,"M",3,"Graduate","Single","$120K +","Blue",27,4,2,3,17018,0,17018,0.69,1550,47,0.621,0
788783133,"Existing Customer",58,"F",0,"Post-Graduate","Married","Less than $40K","Blue",39,5,3,3,6679,1207,5472,0.538,1649,29,0.381,0.181
708403308,"Existing Customer",37,"M",3,"Unknown","Single","$40K - $60K","Silver",24,3,1,3,15133,1663,13470,0.646,4392,68,0.511,0.11
715691808,"Existing Customer",41,"F",3,"Uneducated","Divorced","Less than $40K","Blue",30,5,3,4,7764,621,7143,0.67,3955,72,0.756,0.08
817958733,"Existing Customer",42,"F",2,"Uneducated","Married","Unknown","Blue",37,6,1,1,5099,958,4141,0.607,4025,73,0.521,0.188
720585183,"Existing Customer",50,"M",3,"High School","Married","$60K - $80K","Blue",35,3,3,2,14854,2136,12718,0.568,3659,68,0.581,0.144
715178733,"Existing Customer",47,"F",2,"Unknown","Single","Less than $40K","Blue",41,5,3,1,2289,1611,678,0.648,4817,77,0.75,0.704
708582858,"Existing Customer",38,"M",3,"Graduate","Single","$60K - $80K","Blue",25,3,3,4,18293,0,18293,0.571,2958,63,0.432,0
771237933,"Existing Customer",47,"M",1,"Uneducated","Unknown","$80K - $120K","Blue",34,4,1,3,20620,1085,19535,1.276,1477,23,0.533,0.053
719169783,"Existing Customer",52,"F",2,"Uneducated","Married","Less than $40K","Blue",43,3,3,3,6897,640,6257,1.052,2781,57,0.839,0.093
715750758,"Existing Customer",56,"M",1,"Uneducated","Married","$80K - $120K","Blue",36,6,1,1,9031,1535,7496,0.69,1602,35,0.591,0.17
791822733,"Existing Customer",47,"F",3,"High School","Single","Unknown","Blue",41,5,1,3,5630,748,4882,0.804,4904,81,0.761,0.133
714178458,"Existing Customer",45,"M",3,"Post-Graduate","Married","$80K - $120K","Blue",35,3,3,2,20640,1603,19037,0.532,1792,53,0.395,0.078
717547383,"Existing Customer",43,"F",2,"Graduate","Married","Less than $40K","Blue",32,2,3,1,2890,1392,1498,0.736,4233,77,0.791,0.482
710462433,"Existing Customer",45,"M",4,"Graduate","Single","$60K - $80K","Blue",30,6,2,2,17625,894,16731,1.285,1773,39,1.053,0.051
804577833,"Existing Customer",44,"F",2,"Graduate","Married","Less than $40K","Blue",39,5,1,0,6861,2101,4760,0.464,3974,63,0.909,0.306
711020358,"Existing Customer",52,"F",3,"Uneducated","Unknown","$40K - $60K","Blue",36,5,2,2,2498,1650,848,0.673,4434,79,0.837,0.661
718746933,"Existing Customer",56,"F",3,"High School","Married","Less than $40K","Blue",47,6,3,4,2865,2022,843,0.547,3441,66,0.65,0.706
713049933,"Existing Customer",65,"F",1,"High School","Married","Unknown","Blue",36,5,2,2,5756,0,5756,1.046,2144,44,0.63,0
710979033,"Existing Customer",30,"M",0,"Unknown","Single","$40K - $60K","Blue",20,3,1,3,6607,2517,4090,0.854,3046,73,0.78,0.381
713213133,"Existing Customer",36,"M",2,"Graduate","Single","$40K - $60K","Blue",36,2,2,1,6763,1660,5103,0.573,4972,76,0.9,0.245
779692608,"Existing Customer",36,"M",1,"Uneducated","Married","$60K - $80K","Blue",19,6,3,5,9764,0,9764,0.689,15097,115,0.797,0
826069983,"Existing Customer",46,"F",4,"Graduate","Single","Unknown","Blue",42,4,0,3,13376,1633,11743,0.98,4515,63,1.172,0.122
772409733,"Existing Customer",39,"F",3,"High School","Divorced","$40K - $60K","Blue",28,4,1,3,3400,2307,1093,0.901,4742,90,0.698,0.679
710792733,"Existing Customer",47,"F",3,"Post-Graduate","Married","Less than $40K","Blue",29,4,2,2,2897,638,2259,1.041,4491,75,0.786,0.22
713484483,"Existing Customer",36,"F",4,"Uneducated","Single","Unknown","Silver",21,3,1,2,34516,907,33609,0.572,2298,55,0.719,0.026
814086333,"Existing Customer",36,"M",3,"College","Married","$40K - $60K","Blue",31,6,2,4,2220,1337,883,0.768,1685,44,0.375,0.602
778865583,"Existing Customer",46,"M",3,"Graduate","Married","Less than $40K","Blue",27,1,2,2,6954,1502,5452,0.624,7510,89,0.648,0.216
814989933,"Existing Customer",45,"F",4,"College","Unknown","Less than $40K","Blue",40,1,2,1,1795,1058,737,0.778,5575,73,0.738,0.589
769985883,"Existing Customer",45,"M",2,"Graduate","Single","$80K - $120K","Blue",39,6,3,3,1613,0,1613,0.635,3549,65,0.444,0
820920408,"Existing Customer",53,"F",2,"Graduate","Single","Less than $40K","Blue",48,3,2,2,3685,0,3685,0.762,4012,59,0.639,0
721288158,"Existing Customer",33,"M",2,"Unknown","Single","$120K +","Blue",15,4,2,2,25033,2300,22733,0.716,2529,71,0.578,0.092
789875883,"Existing Customer",41,"F",4,"Uneducated","Single","Less than $40K","Blue",31,5,1,2,2490,627,1863,0.345,1391,45,0.364,0.252
719855958,"Existing Customer",41,"M",4,"High School","Single","$60K - $80K","Blue",28,6,1,4,4475,0,4475,0.706,3367,66,0.737,0
712714008,"Existing Customer",39,"F",4,"Unknown","Married","$40K - $60K","Blue",28,2,3,2,2725,2302,423,0.876,4714,81,0.8,0.845
779961408,"Existing Customer",58,"F",1,"Uneducated","Single","Less than $40K","Blue",43,4,4,2,3382,1446,1936,0.705,4854,74,0.682,0.428
816084333,"Existing Customer",42,"M",2,"Unknown","Single","$120K +","Gold",37,5,2,2,34516,1230,33286,0.72,3260,63,1.1,0.036
813807258,"Existing Customer",50,"F",2,"High School","Married","$40K - $60K","Blue",45,6,3,3,1438.3,0,1438.3,0.707,4670,82,0.864,0
788386908,"Existing Customer",48,"M",3,"Graduate","Unknown","$80K - $120K","Platinum",41,3,2,2,34516,1531,32985,0.862,1156,29,1.071,0.044
714672933,"Existing Customer",52,"F",3,"Graduate","Married","$40K - $60K","Blue",36,6,4,2,3143,2268,875,0.801,4417,84,0.68,0.722
718872858,"Existing Customer",43,"F",2,"High School","Married","Less than $40K","Blue",36,5,1,3,3761,2121,1640,0.694,4476,79,0.927,0.564
712340733,"Existing Customer",42,"F",2,"Graduate","Unknown","Unknown","Blue",34,5,2,2,19373,1142,18231,0.655,1792,48,0.455,0.059
708707808,"Existing Customer",57,"M",2,"Graduate","Unknown","$60K - $80K","Blue",45,4,1,2,2480,1584,896,0.874,3438,66,0.784,0.639
779217333,"Existing Customer",59,"F",0,"Graduate","Divorced","Less than $40K","Blue",49,6,2,3,2228,1502,726,0.719,3922,75,1.027,0.674
710884683,"Existing Customer",48,"M",4,"Graduate","Married","$80K - $120K","Silver",40,6,2,5,34516,807,33709,0.967,3937,80,1.051,0.023
714939708,"Existing Customer",45,"M",3,"Graduate","Single","$80K - $120K","Blue",36,6,1,3,12810,0,12810,1.363,3174,74,1.114,0
793581933,"Existing Customer",50,"M",3,"High School","Single","$40K - $60K","Silver",44,4,3,4,19853,1513,18340,0.802,1878,55,0.41,0.076
712098033,"Existing Customer",38,"F",1,"Uneducated","Married","Unknown","Blue",36,3,3,1,12621,912,11709,0.64,4945,78,0.56,0.072
711046383,"Existing Customer",55,"M",2,"Graduate","Single","$80K - $120K","Silver",36,5,1,1,34516,1316,33200,0.818,3542,60,0.714,0.038
718623783,"Existing Customer",56,"M",2,"College","Married","$120K +","Blue",36,6,3,2,27157,1547,25610,0.487,1535,38,0.267,0.057
717370533,"Existing Customer",40,"M",3,"Post-Graduate","Single","$120K +","Blue",26,1,2,1,34516,2088,32428,0.627,6453,89,0.589,0.06
716512383,"Existing Customer",39,"F",2,"High School","Married","Less than $40K","Blue",36,1,3,1,2816,2517,299,0.742,4817,87,0.776,0.894
714031983,"Existing Customer",41,"F",3,"High School","Single","Less than $40K","Silver",36,6,1,3,11533,1418,10115,0.546,4038,63,0.615,0.123
712569408,"Existing Customer",56,"F",4,"Doctorate","Single","$40K - $60K","Blue",44,4,2,3,3455,1385,2070,0.773,4925,82,0.745,0.401
711792783,"Existing Customer",45,"F",3,"Unknown","Divorced","$40K - $60K","Blue",26,1,1,2,2032,1195,837,0.642,4479,80,0.667,0.588
815598858,"Existing Customer",48,"M",3,"Graduate","Married","$40K - $60K","Blue",43,5,1,1,2423,1779,644,0.503,4035,74,0.805,0.734
716704158,"Existing Customer",50,"M",1,"Doctorate","Married","$120K +","Blue",39,2,3,2,34516,2517,31999,0.778,8087,86,0.509,0.073
719706483,"Existing Customer",33,"M",3,"High School","Married","$120K +","Blue",20,6,3,2,27499,1188,26311,0.544,2202,46,0.394,0.043
718328283,"Existing Customer",40,"F",4,"High School","Single","Less than $40K","Blue",36,2,1,3,3961,1531,2430,0.646,12631,100,0.852,0.387
718011783,"Existing Customer",55,"M",3,"Graduate","Married","$40K - $60K","Blue",36,3,3,3,2205,1337,868,0.65,1591,38,0.727,0.606
715209333,"Existing Customer",32,"M",0,"High School","Single","$60K - $80K","Blue",36,1,1,1,6224,1965,4259,0.739,13630,124,0.699,0.316
711377808,"Existing Customer",47,"M",3,"Graduate","Unknown","$60K - $80K","Blue",36,4,3,2,21142,0,21142,0.812,4360,66,1.357,0
789504183,"Existing Customer",37,"M",4,"Graduate","Single","$120K +","Blue",28,3,3,4,34516,0,34516,0.572,2574,62,0.771,0
720648483,"Existing Customer",39,"M",4,"College","Single","$80K - $120K","Blue",31,4,3,2,32210,1115,31095,0.62,1821,53,0.514,0.035
779100408,"Existing Customer",33,"F",1,"Post-Graduate","Married","Less than $40K","Blue",15,6,2,0,1741,1328,413,0.69,2629,61,0.649,0.763
713992158,"Existing Customer",57,"F",4,"Unknown","Married","Less than $40K","Blue",36,3,1,2,2159,1004,1155,0.603,1353,30,0.111,0.465
716733933,"Existing Customer",42,"F",2,"High School","Married","Unknown","Blue",30,5,3,2,1898,725,1173,0.664,5051,64,1.065,0.382
773503308,"Existing Customer",59,"M",1,"Uneducated","Single","Less than $40K","Blue",53,5,5,4,2192,1569,623,0.706,4010,79,0.717,0.716
721498008,"Existing Customer",44,"F",3,"Uneducated","Single","Less than $40K","Blue",35,5,2,2,1438.3,0,1438.3,0.978,3966,57,0.781,0
771220758,"Existing Customer",40,"F",3,"Doctorate","Single","Unknown","Blue",27,1,1,2,2896,2100,796,0.728,4614,83,0.694,0.725
720432858,"Existing Customer",40,"F",4,"Post-Graduate","Married","Less than $40K","Blue",36,4,1,3,2316,1510,806,0.554,3471,63,0.75,0.652
713686008,"Existing Customer",38,"M",2,"Graduate","Single","$60K - $80K","Blue",25,1,1,1,11474,0,11474,0.628,13041,98,0.661,0
712933083,"Existing Customer",37,"M",1,"Uneducated","Single","$80K - $120K","Blue",36,6,1,2,3127,2378,749,0.862,2292,49,0.441,0.76
715008858,"Existing Customer",51,"F",3,"Unknown","Single","Less than $40K","Blue",41,5,1,2,2941,655,2286,0.616,4099,66,0.571,0.223
713446083,"Existing Customer",49,"F",4,"Uneducated","Unknown","Unknown","Blue",39,5,2,3,11545,1732,9813,0.871,3996,65,0.548,0.15
789175683,"Existing Customer",49,"F",2,"College","Married","Less than $40K","Silver",38,2,3,2,10741,2517,8224,1.087,8352,71,0.821,0.234
764316708,"Existing Customer",30,"F",1,"High School","Single","Less than $40K","Blue",23,3,2,2,3955,2352,1603,0.779,16423,109,0.758,0.595
717828108,"Existing Customer",57,"M",2,"Graduate","Married","$80K - $120K","Blue",42,6,1,0,21875,2517,19358,0.409,1327,31,0.409,0.115
789101883,"Existing Customer",32,"M",3,"Unknown","Single","$120K +","Blue",20,6,2,2,14244,1673,12571,0.699,2729,66,0.535,0.117
714211533,"Existing Customer",31,"M",0,"Graduate","Divorced","Less than $40K","Blue",36,4,3,2,3312,2491,821,0.62,2670,50,0.667,0.752
770769483,"Existing Customer",35,"M",2,"Post-Graduate","Married","$40K - $60K","Blue",21,3,1,3,2256,775,1481,0.879,1749,33,0.435,0.344
780730008,"Existing Customer",51,"M",2,"College","Single","$120K +","Blue",36,2,2,2,3477,752,2725,0.703,13627,120,0.739,0.216
818305008,"Existing Customer",41,"F",2,"Graduate","Married","$40K - $60K","Blue",36,6,1,3,11239,1375,9864,0.94,3978,89,0.78,0.122
714262533,"Existing Customer",28,"F",0,"Unknown","Married","Unknown","Blue",36,3,4,2,3524,1306,2218,0.8,4252,78,0.814,0.371
708860358,"Existing Customer",38,"M",3,"High School","Married","$80K - $120K","Blue",22,4,2,3,6361,694,5667,0.844,1499,31,0.938,0.109
789485433,"Existing Customer",42,"M",4,"College","Married","$80K - $120K","Blue",34,3,2,3,34516,668,33848,0.678,1698,67,0.763,0.019
716513358,"Existing Customer",51,"F",2,"Graduate","Divorced","Unknown","Blue",36,5,3,3,2069,1802,267,0.651,4402,91,0.75,0.871
715720083,"Existing Customer",47,"M",5,"Unknown","Single","$80K - $120K","Blue",39,6,2,3,13241,0,13241,1.002,3157,76,0.551,0
710888883,"Existing Customer",37,"F",3,"High School","Unknown","Less than $40K","Blue",36,6,4,2,1438.3,636,802.3,0.838,4824,83,0.766,0.442
719038008,"Existing Customer",48,"F",4,"Graduate","Single","Less than $40K","Blue",35,3,2,2,1705,1192,513,0.763,4862,41,0.242,0.699
720001758,"Existing Customer",42,"F",1,"Graduate","Single","Less than $40K","Blue",34,5,1,3,3534,1175,2359,0.737,13588,94,0.808,0.332
735825258,"Existing Customer",39,"M",2,"High School","Single","Less than $40K","Blue",32,4,1,4,4423,1643,2780,0.724,15467,112,0.623,0.371
717234183,"Existing Customer",29,"M",1,"Graduate","Married","Less than $40K","Blue",18,4,1,4,2710,629,2081,0.771,1718,37,0.762,0.232
753118533,"Existing Customer",38,"F",2,"Doctorate","Single","Less than $40K","Blue",31,6,3,2,1555,986,569,0.865,4686,75,0.667,0.634
806970033,"Existing Customer",48,"M",3,"High School","Unknown","$40K - $60K","Blue",43,2,2,3,1753,1434,319,0.805,4588,77,1.026,0.818
823648983,"Existing Customer",58,"M",1,"Uneducated","Single","$80K - $120K","Blue",54,1,3,1,5182,1459,3723,0.72,7960,112,0.697,0.282
710090133,"Existing Customer",62,"F",1,"College","Divorced","Less than $40K","Blue",51,1,3,3,4049,1685,2364,0.597,3908,80,0.702,0.416
712595433,"Existing Customer",58,"M",2,"Uneducated","Unknown","$120K +","Blue",49,6,2,3,9788,1794,7994,0.778,1805,37,0.762,0.183
709343433,"Existing Customer",39,"F",2,"Graduate","Single","Less than $40K","Blue",26,5,3,3,2469,1826,643,0.666,3837,74,0.721,0.74
709253433,"Existing Customer",50,"F",2,"Uneducated","Married","$40K - $60K","Blue",41,2,1,2,10946,1912,9034,0.362,2448,58,0.45,0.175
715261458,"Existing Customer",37,"F",1,"Graduate","Single","Less than $40K","Blue",36,6,2,4,6827,0,6827,0.754,2621,49,0.815,0
714914583,"Existing Customer",40,"F",4,"Graduate","Single","Less than $40K","Blue",27,6,2,3,3751,1521,2230,0.974,1060,30,1.308,0.405
717622308,"Existing Customer",63,"F",0,"High School","Single","Less than $40K","Blue",36,4,3,3,2074,1688,386,0.62,4232,75,0.5,0.814
719358333,"Existing Customer",36,"M",4,"Uneducated","Married","$40K - $60K","Blue",28,3,1,4,2157,574,1583,0.825,1663,33,0.32,0.266
710364258,"Existing Customer",53,"F",2,"Uneducated","Married","Unknown","Blue",41,4,2,2,15815,1217,14598,1.266,2135,48,0.846,0.077
721194858,"Existing Customer",48,"M",4,"Graduate","Unknown","$80K - $120K","Blue",40,6,2,2,4438,2472,1966,0.69,1725,60,0.622,0.557
